timestamp_sec,ecg_mv,emg_uv,eog_uv,spo2_pct,acc_x,acc_y,acc_z,motion_mag,sleep_stage
119.0,0.1944,-17.22,-30.46,98.1,0.073,0.154,0.983,0.0028,N1
119.01,0.1404,-10.53,-24.42,97.9,0.084,0.158,0.983,0.0012,N1
119.02,0.0749,-17.86,-33.43,98.0,0.087,0.142,0.981,0.0052,N1
119.03,0.0963,-3.59,-32.64,97.9,0.078,0.155,0.986,0.0007,N1
119.04,0.0659,15.71,-23.5,97.7,0.077,0.151,0.98,0.0056,N1
119.05,0.0377,23.88,-40.5,98.1,0.073,0.149,0.986,0.0002,N1
119.06,0.0545,11.7,-35.08,98.3,0.072,0.156,0.991,0.0053,N1
119.07,0.0243,-1.48,-32.64,97.9,0.069,0.145,0.979,0.0083,N1
119.08,0.0413,4.59,-37.49,98.0,0.079,0.154,0.984,0.0008,N1
119.09,0.009,-5.46,-24.1,98.3,0.078,0.149,0.982,0.0035,N1
119.1,0.0687,20.95,-37.14,98.2,0.076,0.145,0.977,0.0093,N1
119.11,0.0347,-2.43,-33.43,97.8,0.079,0.155,0.976,0.0084,N1
119.12,0.0466,18.41,-34.88,97.9,0.084,0.151,0.986,0.0009,N1
119.13,0.0287,-21.64,-31.74,98.2,0.08,0.156,0.977,0.0077,N1
119.14,0.0652,36.71,-39.09,98.0,0.076,0.159,0.981,0.0034,N1
119.15,0.0116,20.18,-38.3,97.9,0.068,0.153,0.98,0.0062,N1
119.16,0.0253,24.22,-36.39,98.1,0.078,0.153,0.977,0.0084,N1
119.17,0.0295,4.38,-40.96,97.9,0.079,0.151,0.978,0.0077,N1
119.18,0.024,-0.76,-46.53,97.9,0.079,0.145,0.971,0.0149,N1
119.19,0.0778,-4.63,-34.69,98.0,0.085,0.15,0.983,0.0016,N1
119.2,0.0469,-8.28,-41.12,97.8,0.084,0.145,0.993,0.0067,N1
119.21,0.1044,-11.93,-36.84,98.1,0.084,0.152,0.982,0.0028,N1
119.22,0.1325,-31.85,-41.54,97.9,0.082,0.157,0.974,0.0097,N1
119.23,0.1775,-12.63,-26.31,98.2,0.072,0.137,0.982,0.0055,N1
119.24,0.179,-10.97,-34.88,98.1,0.099,0.161,0.968,0.0141,N1
119.25,0.1797,46.56,-35.69,98.0,0.087,0.157,0.987,0.0027,N1
119.26,0.1565,-5.2,-35.62,98.1,0.075,0.157,0.976,0.0087,N1
119.27,0.1598,47.84,-38.39,98.2,0.079,0.152,0.986,0.0007,N1
119.28,0.1133,9.84,-48.96,97.9,0.089,0.153,0.982,0.002,N1
119.29,0.0415,21.2,-41.0,98.1,0.077,0.151,0.973,0.0123,N1
119.3,0.0457,5.09,-35.91,97.9,0.084,0.144,0.982,0.0038,N1
119.31,0.0612,-33.37,-41.15,98.1,0.075,0.15,0.981,0.005,N1
119.32,0.0239,-5.66,-33.12,98.0,0.074,0.146,0.984,0.0029,N1
119.33,0.0284,-22.32,-35.58,98.2,0.083,0.148,0.972,0.0134,N1
119.34,0.0424,2.43,-43.07,98.3,0.072,0.152,0.98,0.0052,N1
119.35,-0.0334,12.78,-37.94,98.0,0.077,0.152,0.979,0.0065,N1
119.36,-0.0728,19.56,-36.32,98.2,0.081,0.153,0.975,0.0096,N1
119.37,0.0309,5.78,-40.14,98.2,0.079,0.149,0.981,0.0044,N1
119.38,0.4234,22.66,-37.15,98.0,0.082,0.141,0.99,0.003,N1
119.39,0.9025,7.53,-31.51,98.1,0.079,0.148,0.987,0.0009,N1
119.4,1.2854,-36.1,-32.25,98.0,0.082,0.149,0.982,0.0031,N1
119.41,1.1468,-28.64,-31.45,98.1,0.087,0.15,0.984,0.001,N1
119.42,0.7001,-10.87,-48.15,98.1,0.076,0.147,0.976,0.0102,N1
119.43,0.1841,31.0,-35.28,98.0,0.076,0.152,0.979,0.0063,N1
119.44,-0.0678,12.74,-42.44,98.1,0.079,0.14,0.978,0.0092,N1
119.45,-0.2102,27.47,-38.76,98.2,0.073,0.156,0.985,0.0005,N1
119.46,-0.2216,-4.48,-38.27,98.1,0.088,0.143,0.974,0.0114,N1
119.47,-0.1047,-10.52,-35.65,97.9,0.076,0.146,0.982,0.0043,N1
119.48,-0.0211,19.35,-43.48,97.9,0.074,0.153,0.969,0.016,N1
119.49,0.0251,21.26,-34.25,98.1,0.078,0.149,0.971,0.0145,N1
119.5,0.0382,-7.11,-29.31,98.0,0.077,0.15,0.985,0.0009,N1
119.51,0.0483,17.6,-33.13,98.0,0.076,0.14,0.971,0.0157,N1
119.52,0.0919,-29.92,-31.12,98.0,0.079,0.153,0.981,0.0042,N1
119.53,0.1196,-2.64,-43.79,98.1,0.078,0.152,0.984,0.0018,N1
119.54,0.1187,-16.52,-34.93,97.9,0.075,0.152,0.984,0.0013,N1
119.55,0.1269,-28.66,-36.65,98.1,0.087,0.161,0.979,0.0042,N1
119.56,0.1809,29.48,-37.01,97.9,0.076,0.148,0.985,0.0014,N1
119.57,0.2256,0.24,-38.53,98.0,0.078,0.156,0.983,0.002,N1
119.58,0.2966,3.09,-36.21,98.1,0.074,0.146,0.983,0.0035,N1
119.59,0.3076,-17.92,-35.99,98.0,0.074,0.143,0.977,0.0093,N1
119.6,0.3654,-31.38,-39.08,98.0,0.088,0.152,0.974,0.0102,N1
119.61,0.3594,15.67,-27.97,98.0,0.078,0.147,0.989,0.0032,N1
119.62,0.4171,8.34,-37.44,98.1,0.078,0.157,0.983,0.0013,N1
119.63,0.3716,1.35,-39.9,98.3,0.089,0.142,0.98,0.0057,N1
119.64,0.3579,-30.64,-35.05,98.1,0.092,0.158,0.981,0.0023,N1
119.65,0.3115,-17.49,-34.51,98.1,0.083,0.141,0.99,0.0034,N1
119.66,0.303,5.62,-26.01,97.8,0.079,0.157,0.986,0.0013,N1
119.67,0.264,18.29,-28.89,98.0,0.091,0.154,0.983,0.0012,N1
119.68,0.2077,-3.9,-38.27,97.7,0.078,0.15,0.973,0.0126,N1
119.69,0.1451,37.54,-24.87,98.1,0.073,0.156,0.978,0.0074,N1
119.7,0.1059,-10.6,-29.1,98.1,0.09,0.156,0.978,0.0052,N1
119.71,0.1155,-20.33,-31.99,97.8,0.075,0.154,0.981,0.0046,N1
119.72,0.1065,-1.06,-38.5,98.1,0.081,0.151,0.983,0.0025,N1
119.73,0.0374,9.97,-28.1,98.2,0.079,0.154,0.982,0.0026,N1
119.74,0.0538,16.21,-27.07,98.2,0.075,0.152,0.984,0.0017,N1
119.75,0.0932,31.02,-25.06,98.2,0.082,0.148,0.979,0.0069,N1
119.76,0.0405,11.61,-28.73,98.2,0.081,0.153,0.981,0.0041,N1
119.77,0.0402,11.08,-24.09,98.0,0.076,0.158,0.976,0.0081,N1
119.78,0.0261,-16.35,-34.59,97.9,0.084,0.152,0.975,0.0099,N1
119.79,0.0293,-1.66,-31.23,98.2,0.081,0.147,0.974,0.0114,N1
119.8,0.0518,11.42,-25.9,98.1,0.076,0.141,0.974,0.0127,N1
119.81,-0.0066,21.86,-19.9,97.8,0.079,0.149,0.976,0.01,N1
119.82,0.0346,10.04,-25.36,97.9,0.08,0.148,0.983,0.0025,N1
119.83,0.0696,16.12,-26.19,97.8,0.078,0.148,0.976,0.0099,N1
119.84,0.0287,-33.88,-24.47,98.0,0.085,0.147,0.982,0.0033,N1
119.85,0.0494,-9.86,-33.54,98.2,0.077,0.153,0.985,0.0005,N1
119.86,0.0486,23.18,-22.25,98.1,0.078,0.141,0.981,0.0058,N1
119.87,0.0471,-37.03,-24.58,98.1,0.075,0.155,0.975,0.01,N1
119.88,0.0551,-12.65,-30.55,97.8,0.077,0.148,0.976,0.0094,N1
119.89,0.0578,-5.86,-24.1,97.9,0.081,0.152,0.979,0.0062,N1
119.9,0.0382,-5.05,-23.8,98.1,0.077,0.142,0.983,0.0038,N1
119.91,-0.008,-18.27,-17.19,98.0,0.081,0.16,0.984,0.0002,N1
119.92,0.0645,-11.87,-21.87,98.1,0.087,0.157,0.992,0.0078,N1
119.93,0.0312,-2.05,-17.8,97.9,0.081,0.148,0.976,0.0093,N1
119.94,0.0168,-3.46,-21.52,98.0,0.082,0.155,0.982,0.0024,N1
119.95,0.046,19.76,-21.84,98.2,0.08,0.15,0.978,0.0076,N1
119.96,0.0386,-20.28,-11.8,98.0,0.077,0.15,0.977,0.0082,N1
119.97,-0.001,-31.47,-24.45,97.8,0.084,0.144,0.969,0.0166,N1
119.98,0.0466,5.76,-10.23,98.0,0.075,0.142,0.983,0.0036,N1
119.99,0.0632,6.52,-12.16,98.0,0.079,0.15,0.97,0.0151,N1
120.0,0.0009,-13.43,-10.24,98.0,0.079,0.145,0.975,0.011,N2
120.01,-0.0174,4.45,0.26,97.8,0.08,0.153,0.975,0.0096,N2
120.02,0.0008,-9.65,4.83,98.0,0.08,0.147,0.981,0.0053,N2
120.03,-0.0214,1.41,-7.52,98.1,0.085,0.144,0.981,0.0051,N2
120.04,-0.0339,-1.25,1.71,98.0,0.082,0.147,0.974,0.0116,N2
120.05,0.0265,-14.29,-1.56,97.9,0.081,0.145,0.968,0.0176,N2
120.06,0.0108,-3.11,-5.95,98.2,0.086,0.146,0.987,0.0013,N2
120.07,-0.0109,3.9,0.59,98.4,0.088,0.145,0.978,0.0074,N2
120.08,0.0134,-4.76,-8.28,98.0,0.077,0.142,0.979,0.0073,N2
120.09,-0.0277,-9.15,-3.87,98.0,0.081,0.161,0.979,0.0047,N2
120.1,-0.0169,9.98,-3.07,97.9,0.08,0.154,0.984,0.0004,N2
120.11,0.034,5.16,-1.3,97.9,0.078,0.145,0.972,0.0138,N2
120.12,0.0462,5.32,1.22,97.9,0.076,0.152,0.984,0.0015,N2
120.13,0.0414,7.89,1.01,98.2,0.084,0.147,0.975,0.01,N2
120.14,0.0633,3.21,0.21,97.8,0.079,0.144,0.981,0.0051,N2
120.15,0.1269,-15.6,0.39,98.1,0.077,0.156,0.981,0.0042,N2
120.16,0.134,7.35,4.38,98.3,0.087,0.148,0.985,0.0003,N2
120.17,0.1588,-2.63,9.54,98.0,0.07,0.147,0.986,0.0005,N2
120.18,0.1475,21.72,7.49,98.1,0.08,0.153,0.98,0.0048,N2
120.19,0.1599,-23.6,-2.32,97.9,0.078,0.154,0.982,0.0032,N2
120.2,0.081,-1.25,3.9,97.9,0.081,0.147,0.976,0.0101,N2
120.21,0.0932,27.27,-5.38,98.0,0.085,0.156,0.979,0.0046,N2
120.22,0.0562,-10.83,-4.37,98.0,0.07,0.154,0.978,0.0075,N2
120.23,0.0083,6.86,-4.45,97.9,0.082,0.146,0.986,0.0002,N2
120.24,-0.0043,35.99,-5.08,98.0,0.079,0.15,0.985,0.0003,N2
120.25,0.0116,2.59,3.31,98.0,0.075,0.154,0.974,0.011,N2
120.26,0.0118,3.34,3.15,98.0,0.086,0.145,0.981,0.0044,N2
120.27,0.0019,-10.35,-4.81,98.1,0.076,0.155,0.984,0.0007,N2
120.28,-0.0017,11.79,-9.47,98.0,0.076,0.155,0.976,0.0087,N2
120.29,-0.1379,-8.62,0.02,98.2,0.075,0.144,0.975,0.0114,N2
120.3,-0.0587,-11.29,-4.3,97.9,0.081,0.147,0.975,0.0104,N2
120.31,0.2357,7.93,3.23,98.3,0.08,0.145,0.986,0.0004,N2
120.32,0.7425,23.16,0.11,98.0,0.089,0.131,0.979,0.0079,N2
120.33,1.1633,-23.22,5.69,98.0,0.083,0.143,0.989,0.0031,N2
120.34,1.2234,-10.51,-7.2,97.6,0.079,0.147,0.987,0.0006,N2
120.35,0.8222,-25.88,-4.86,98.0,0.078,0.146,0.977,0.009,N2
120.36,0.3271,-5.52,-0.11,98.1,0.084,0.152,0.974,0.0103,N2
120.37,-0.057,28.06,-0.48,98.0,0.087,0.153,0.98,0.0038,N2
120.38,-0.2011,10.37,11.48,98.0,0.072,0.154,0.981,0.0048,N2
120.39,-0.2565,-17.41,-7.73,98.2,0.073,0.147,0.982,0.0042,N2
120.4,-0.1575,30.13,-3.97,98.0,0.084,0.148,0.975,0.01,N2
120.41,-0.0387,8.74,1.64,98.0,0.081,0.144,0.984,0.0017,N2
120.42,0.0544,4.73,0.13,97.9,0.089,0.146,0.975,0.0105,N2
120.43,0.0112,17.12,-8.5,97.8,0.078,0.15,0.974,0.0116,N2
120.44,0.0566,-38.01,-1.31,98.0,0.078,0.139,0.976,0.0113,N2
120.45,0.0268,1.9,-1.52,98.2,0.083,0.149,0.986,0.0008,N2
120.46,0.0398,15.91,0.98,98.1,0.069,0.151,0.973,0.0131,N2
120.47,0.0999,-28.07,-9.2,97.9,0.071,0.149,0.98,0.0062,N2
120.48,0.1014,-23.57,5.27,98.2,0.077,0.145,0.987,0.0001,N2
120.49,0.1404,-8.9,-0.76,98.2,0.083,0.153,0.98,0.005,N2
120.5,0.1983,-35.1,2.36,98.1,0.078,0.151,0.979,0.0066,N2
120.51,0.2594,-12.73,-0.26,98.1,0.083,0.142,0.976,0.0101,N2
120.52,0.3081,-12.36,-1.95,97.7,0.084,0.148,0.983,0.0024,N2
120.53,0.3123,11.27,-1.78,98.2,0.082,0.153,0.984,0.0003,N2
120.54,0.4247,29.7,0.53,97.9,0.076,0.156,0.979,0.0062,N2
120.55,0.4006,-19.88,0.68,97.9,0.083,0.153,0.981,0.0033,N2
120.56,0.3721,14.59,10.5,98.2,0.086,0.156,0.975,0.0087,N2
120.57,0.3697,1.93,3.4,98.0,0.085,0.15,0.972,0.0127,N2
120.58,0.3419,-2.38,2.2,98.0,0.088,0.147,0.978,0.0068,N2
120.59,0.2657,1.44,-3.97,97.9,0.083,0.145,0.976,0.0097,N2
120.6,0.2536,-2.57,5.43,98.0,0.082,0.153,0.981,0.0035,N2
120.61,0.1768,3.05,-4.56,98.0,0.091,0.153,0.984,0.0002,N2
120.62,0.1786,2.07,-7.06,98.1,0.082,0.149,0.975,0.01,N2
120.63,0.1243,10.5,5.39,98.2,0.079,0.142,0.98,0.0062,N2
120.64,0.1475,3.79,-6.91,98.0,0.079,0.153,0.986,0.0005,N2
120.65,0.1057,25.44,0.39,98.4,0.079,0.152,0.972,0.0134,N2
120.66,0.0448,19.21,7.91,97.9,0.065,0.149,0.984,0.003,N2
120.67,0.0529,-0.32,7.71,97.7,0.083,0.143,0.981,0.0053,N2
120.68,0.0733,11.18,2.54,98.1,0.082,0.151,0.97,0.0151,N2
120.69,0.0351,14.66,3.66,97.9,0.078,0.145,0.98,0.0065,N2
120.7,0.0597,2.71,-4.54,97.9,0.077,0.156,0.985,0.0004,N2
120.71,0.0691,-13.99,1.76,98.1,0.09,0.148,0.987,0.0019,N2
120.72,0.0576,-3.65,-6.68,98.2,0.072,0.148,0.968,0.018,N2
120.73,0.0595,1.3,4.63,98.1,0.08,0.148,0.987,0.0016,N2
120.74,0.0112,-3.67,1.9,98.1,0.079,0.152,0.984,0.0016,N2
120.75,0.0211,-15.31,-1.91,98.0,0.079,0.147,0.982,0.0044,N2
120.76,0.0743,8.93,4.08,98.1,0.076,0.154,0.977,0.008,N2
120.77,0.0267,7.5,4.14,98.2,0.082,0.15,0.984,0.0015,N2
120.78,0.0635,-6.59,-3.47,97.8,0.078,0.145,0.983,0.0034,N2
120.79,0.0834,-16.34,-5.1,98.1,0.081,0.149,0.977,0.0083,N2
120.8,0.0263,7.66,4.11,98.1,0.08,0.158,0.976,0.008,N2
120.81,0.089,-24.59,6.64,98.1,0.08,0.152,0.975,0.0101,N2
120.82,0.1333,5.45,0.78,98.1,0.078,0.155,0.978,0.0069,N2
120.83,0.1734,-5.07,-0.01,98.0,0.079,0.143,0.988,0.0009,N2
120.84,0.1985,-20.22,1.18,98.0,0.074,0.148,0.98,0.0059,N2
120.85,0.2246,-7.96,9.36,98.1,0.092,0.146,0.986,0.0013,N2
120.86,0.2052,-15.66,-8.11,98.0,0.083,0.152,0.985,0.0006,N2
120.87,0.1496,1.49,6.33,98.0,0.087,0.148,0.982,0.0033,N2
120.88,0.1284,59.97,-5.0,98.2,0.073,0.148,0.976,0.0105,N2
120.89,0.1191,16.37,-6.33,97.9,0.086,0.146,0.982,0.0037,N2
120.9,0.1133,2.64,9.88,97.9,0.08,0.151,0.986,0.0004,N2
120.91,0.0819,-0.64,9.47,98.2,0.072,0.151,0.986,0.0003,N2
120.92,0.0347,-38.85,-0.54,98.0,0.076,0.151,0.974,0.011,N2
120.93,0.0341,-23.78,-5.37,98.0,0.079,0.149,0.978,0.008,N2
120.94,0.0629,38.86,-2.28,98.1,0.073,0.155,0.979,0.006,N2
120.95,0.0611,6.15,-0.45,98.4,0.077,0.15,0.981,0.0045,N2
120.96,0.0039,14.69,-3.89,97.9,0.09,0.152,0.981,0.0032,N2
120.97,-0.0623,14.38,8.11,98.3,0.079,0.146,0.973,0.0132,N2
120.98,0.0248,-15.68,-9.54,97.9,0.083,0.152,0.982,0.0025,N2
120.99,0.3331,13.13,10.21,98.2,0.072,0.147,0.982,0.0041,N2
121.0,0.8946,-5.81,0.53,97.9,0.091,0.149,0.983,0.0014,N2
121.01,1.2764,3.74,1.46,98.0,0.078,0.144,0.975,0.0109,N2
121.02,1.2197,-19.1,8.23,98.2,0.086,0.137,0.983,0.0034,N2
121.03,0.7126,13.58,-11.75,98.2,0.08,0.143,0.989,0.0023,N2
121.04,0.2424,-5.95,1.22,98.3,0.081,0.156,0.977,0.0076,N2
121.05,-0.0656,9.47,3.75,98.1,0.079,0.155,0.987,0.0022,N2
121.06,-0.2187,-32.46,3.47,97.8,0.08,0.16,0.976,0.0074,N2
121.07,-0.2433,34.99,3.01,98.3,0.075,0.146,0.972,0.0144,N2
121.08,-0.1003,-8.31,3.02,98.1,0.074,0.148,0.973,0.0129,N2
121.09,-0.0047,18.88,-0.56,98.1,0.086,0.154,0.983,0.0012,N2
121.1,0.0605,16.66,3.91,98.1,0.082,0.156,0.973,0.0111,N2
121.11,0.0486,-0.16,4.59,98.0,0.084,0.152,0.984,0.0005,N2
121.12,0.0291,-8.44,0.18,98.0,0.081,0.158,0.978,0.0063,N2
121.13,0.0577,-38.34,1.61,98.0,0.084,0.147,0.985,0.0004,N2
121.14,0.085,5.4,7.49,98.1,0.077,0.151,0.974,0.0111,N2
121.15,0.0956,12.08,3.89,98.2,0.079,0.146,0.988,0.0016,N2
121.16,0.1535,4.79,-0.35,98.0,0.075,0.151,0.971,0.0143,N2
121.17,0.1921,7.56,-4.25,98.1,0.085,0.15,0.977,0.0082,N2
121.18,0.2335,-20.23,-1.11,98.3,0.088,0.146,0.98,0.0055,N2
121.19,0.2689,-24.44,1.15,98.0,0.081,0.148,0.976,0.0091,N2
121.2,0.3086,16.85,1.23,98.2,0.088,0.151,0.978,0.0067,N2
121.21,0.3241,45.06,1.99,98.5,0.085,0.15,0.982,0.0034,N2
121.22,0.3559,-4.61,-6.39,98.0,0.076,0.153,0.988,0.003,N2
121.23,0.4243,20.56,-9.53,98.1,0.076,0.159,0.975,0.0094,N2
121.24,0.3992,13.88,-2.98,98.0,0.071,0.157,0.981,0.0044,N2
121.25,0.3494,32.08,-1.84,98.1,0.081,0.152,0.984,0.0014,N2
121.26,0.348,4.05,-2.18,98.2,0.08,0.15,0.982,0.0032,N2
121.27,0.2947,2.08,-10.14,98.1,0.081,0.157,0.982,0.0027,N2
121.28,0.2436,-5.81,-6.93,98.1,0.087,0.153,0.976,0.0081,N2
121.29,0.1644,7.99,-2.05,98.1,0.079,0.155,0.982,0.003,N2
121.3,0.1489,26.76,-4.0,98.1,0.071,0.154,0.981,0.0046,N2
121.31,0.113,13.33,-9.18,98.2,0.075,0.157,0.979,0.0058,N2
121.32,0.0941,-18.74,3.94,98.2,0.08,0.149,0.976,0.0097,N2
121.33,0.1127,1.9,1.0,97.9,0.086,0.148,0.983,0.0023,N2
121.34,0.0648,-0.42,-8.58,98.2,0.081,0.145,0.982,0.004,N2
121.35,0.042,-28.57,-1.14,98.3,0.087,0.147,0.983,0.0021,N2
121.36,0.0466,-34.43,5.65,98.1,0.069,0.161,0.981,0.0033,N2
121.37,-0.0116,-48.11,12.43,98.2,0.083,0.156,0.978,0.0065,N2
121.38,0.0409,32.33,-2.88,98.2,0.076,0.154,0.982,0.0035,N2
121.39,0.0378,30.18,-2.02,98.2,0.088,0.144,0.983,0.003,N2
121.4,0.0688,-4.42,-8.61,98.0,0.079,0.145,0.976,0.0099,N2
121.41,0.027,19.02,-5.36,98.2,0.076,0.142,0.979,0.0081,N2
121.42,0.0465,33.19,-4.81,98.1,0.083,0.156,0.981,0.0036,N2
121.43,0.003,26.51,1.05,98.0,0.077,0.148,0.986,0.0003,N2
121.44,0.018,-7.72,-4.03,97.9,0.079,0.155,0.991,0.0057,N2
121.45,0.0231,-17.98,-5.37,98.5,0.076,0.15,0.975,0.0109,N2
121.46,0.0234,-19.51,3.49,98.1,0.077,0.157,0.981,0.0041,N2
121.47,0.0321,7.48,-0.76,97.9,0.072,0.16,0.976,0.0087,N2
121.48,0.0147,-16.5,-2.17,98.1,0.083,0.142,0.976,0.0101,N2
121.49,0.031,-6.25,3.47,97.9,0.08,0.151,0.978,0.0072,N2
121.5,0.0914,34.44,5.4,97.7,0.081,0.153,0.988,0.0032,N2
121.51,0.1472,7.98,-2.15,98.1,0.074,0.154,0.976,0.0096,N2
121.52,0.1243,29.32,-3.35,98.0,0.082,0.155,0.98,0.0044,N2
121.53,0.179,14.79,4.01,98.3,0.078,0.142,0.974,0.0126,N2
121.54,0.1246,22.38,2.98,98.0,0.073,0.15,0.992,0.0055,N2
121.55,0.1398,44.69,0.43,98.2,0.081,0.149,0.995,0.0095,N2
121.56,0.131,-8.22,-9.53,98.1,0.08,0.156,0.981,0.0038,N2
121.57,0.075,34.03,3.68,98.0,0.085,0.148,0.98,0.0051,N2
121.58,0.0662,-25.26,-5.07,98.1,0.082,0.147,0.979,0.0069,N2
121.59,0.0347,21.69,9.23,98.2,0.075,0.15,0.979,0.007,N2
121.6,-0.0033,-23.85,-7.08,98.6,0.084,0.146,0.974,0.011,N2
121.61,-0.037,12.0,-3.64,98.2,0.083,0.159,0.983,0.001,N2
121.62,0.0098,16.14,2.18,98.2,0.082,0.148,0.98,0.0052,N2
121.63,0.0019,-4.35,-4.16,98.2,0.075,0.147,0.978,0.0081,N2
121.64,-0.0113,-15.36,2.94,98.2,0.078,0.157,0.967,0.0177,N2
121.65,-0.0803,-23.35,4.76,98.3,0.076,0.146,0.983,0.0033,N2
121.66,-0.0911,26.32,0.22,98.2,0.082,0.158,0.979,0.0046,N2
121.67,0.2225,3.17,-7.56,98.1,0.081,0.149,0.979,0.0069,N2
121.68,0.6842,-19.19,2.48,98.1,0.082,0.155,0.968,0.0159,N2
121.69,1.1609,-18.11,-9.66,98.3,0.079,0.15,0.988,0.0029,N2
121.7,1.2228,-14.16,-3.06,98.2,0.084,0.15,0.978,0.0068,N2
121.71,0.8095,-3.67,11.34,98.1,0.071,0.149,0.983,0.0032,N2
121.72,0.3274,10.76,14.29,98.1,0.076,0.155,0.981,0.0044,N2
121.73,-0.0732,13.89,1.6,98.1,0.084,0.153,0.983,0.0016,N2
121.74,-0.2258,-5.98,0.01,98.3,0.084,0.154,0.98,0.0043,N2
121.75,-0.3109,7.99,-2.8,98.2,0.079,0.144,0.978,0.0083,N2
121.76,-0.2082,-17.87,-3.54,98.0,0.078,0.149,0.983,0.0029,N2
121.77,-0.0909,-18.27,-2.45,98.2,0.074,0.147,0.987,0.0003,N2
121.78,-0.0152,-17.4,-0.2,98.0,0.084,0.157,0.984,0.0001,N2
121.79,-0.0383,29.91,2.62,98.1,0.082,0.151,0.97,0.0145,N2
121.8,0.0226,11.5,-10.3,98.2,0.08,0.158,0.981,0.0028,N2
121.81,0.0197,37.19,-1.41,98.1,0.078,0.147,0.976,0.0102,N2
121.82,0.0467,12.55,3.15,98.2,0.082,0.139,0.981,0.006,N2
121.83,0.0478,-39.4,4.29,98.3,0.086,0.149,0.982,0.0025,N2
121.84,0.0906,-23.35,4.45,97.8,0.09,0.155,0.98,0.0038,N2
121.85,0.091,-5.35,-0.46,98.4,0.079,0.156,0.976,0.0088,N2
121.86,0.1416,-7.54,0.18,98.3,0.086,0.157,0.981,0.0029,N2
121.87,0.1532,-7.44,-5.89,97.8,0.083,0.154,0.983,0.0016,N2
121.88,0.265,-2.73,6.73,98.4,0.08,0.15,0.983,0.0025,N2
121.89,0.2909,-21.96,-0.46,97.9,0.082,0.151,0.976,0.0087,N2
121.9,0.2932,30.75,3.19,98.1,0.081,0.154,0.976,0.009,N2
121.91,0.3612,-26.67,2.2,98.5,0.084,0.153,0.975,0.0093,N2
121.92,0.3328,-36.03,-0.06,98.2,0.082,0.156,0.98,0.0042,N2
121.93,0.3189,32.99,1.44,98.1,0.087,0.139,0.984,0.0026,N2
121.94,0.2751,20.02,-10.0,98.3,0.078,0.149,0.979,0.0063,N2
121.95,0.2253,18.56,12.79,98.3,0.082,0.154,0.986,0.001,N2
121.96,0.2345,-16.19,-0.28,98.1,0.078,0.15,0.981,0.0047,N2
121.97,0.1586,6.46,3.91,98.2,0.072,0.155,0.985,0.0005,N2
121.98,0.1181,-23.45,1.78,98.3,0.087,0.147,0.988,0.0025,N2
121.99,0.0987,-1.35,4.98,98.3,0.088,0.161,0.979,0.0034,N2
122.0,0.0564,-7.01,-6.38,98.1,0.074,0.147,0.976,0.0098,N2
122.01,0.0287,4.32,-1.57,98.3,0.079,0.152,0.983,0.002,N2
122.02,-0.0153,-16.17,-2.52,98.2,0.078,0.143,0.979,0.0071,N2
122.03,-0.0382,5.53,8.41,98.4,0.078,0.151,0.984,0.0012,N2
122.04,0.0044,-34.52,-8.0,98.3,0.079,0.144,0.99,0.0033,N2
122.05,-0.0462,-9.61,-0.41,98.0,0.079,0.152,0.975,0.0103,N2
122.06,-0.0297,16.38,-0.12,98.2,0.068,0.157,0.982,0.0037,N2
122.07,-0.0363,-13.18,9.25,98.4,0.083,0.146,0.985,0.0004,N2
122.08,-0.0245,5.06,10.81,98.4,0.075,0.156,0.976,0.009,N2
122.09,-0.0091,-10.42,2.59,98.3,0.079,0.16,0.97,0.0139,N2
122.1,-0.0247,11.67,-4.76,98.2,0.076,0.15,0.98,0.006,N2
122.11,-0.0415,-38.47,-0.32,98.2,0.08,0.142,0.984,0.0023,N2
122.12,-0.0495,16.25,-6.22,98.3,0.085,0.148,0.971,0.0137,N2
122.13,-0.0209,13.48,-1.22,98.2,0.071,0.144,0.983,0.004,N2
122.14,-0.0504,20.11,1.78,98.2,0.076,0.159,0.991,0.0065,N2
122.15,-0.0585,1.28,-5.2,98.1,0.082,0.153,0.981,0.0036,N2
122.16,-0.0082,24.67,6.26,98.0,0.074,0.144,0.982,0.0043,N2
122.17,-0.0234,-18.92,4.57,98.2,0.085,0.153,0.974,0.0102,N2
122.18,0.0205,-7.28,-0.97,98.0,0.081,0.157,0.977,0.0066,N2
122.19,0.0872,-1.77,8.53,97.9,0.085,0.147,0.985,0.0006,N2
122.2,0.0896,-20.21,9.05,98.0,0.072,0.148,0.981,0.0049,N2
122.21,0.0974,-24.51,-6.15,98.3,0.078,0.152,0.969,0.0157,N2
122.22,0.1239,-19.92,-1.57,98.1,0.069,0.151,0.978,0.0081,N2
122.23,0.0694,1.17,-2.44,98.2,0.084,0.142,0.976,0.0104,N2
122.24,0.0854,36.85,-0.97,98.0,0.068,0.156,0.992,0.0061,N2
122.25,-0.0256,6.54,0.24,98.2,0.081,0.151,0.971,0.0138,N2
122.26,-0.0021,1.84,0.94,98.1,0.079,0.158,0.983,0.0012,N2
122.27,-0.0519,-23.18,-8.09,98.1,0.08,0.151,0.982,0.0034,N2
122.28,-0.038,21.31,-2.21,98.1,0.078,0.145,0.979,0.0075,N2
122.29,-0.0321,-7.49,-10.57,98.2,0.083,0.146,0.982,0.0036,N2
